event_id,token_entity_id,token_symbol,symbol_pair,futures_symbol,event_time,entry_time,entry_price,event_type,primary_scenario,final_outcome,confidence_tier,feasibility_tier,confirmed_binance_perp,inferred_from_futures_klines,funding_available,oi_available,availability_status,quote_volume_24h_around_entry,return_1h,return_24h,gross_return,strategy_net_return_20bps,strategy_net_return_50bps,strategy_net_return_100bps,strategy_net_return_200bps,strategy_net_return_500bps,max_adverse_excursion,max_favorable_excursion,event_half,low_liquidity_flag,abnormal_candle_gap,extreme_first_hour_wick_gap,event_clustered_with_another_risk_event,validation_entry_after_event,validation_no_future_path_leakage,validation_no_pair_removal_only,validation_no_unknown_manual_review,validation_confirmed_shortability,validation_no_duplicate,announcement_title,announcement_url
0530e835539c12c2,ZEC,ZEC,ZECUSDT,ZECUSDT,2024-01-04T07:00:09Z,2024-01-04T09:59:59Z,24.47,MONITORING_TAG_ADDED,TAG_REMOVED_AND_RECOVERED,tag_removed,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,10389239.98992,-0.002020202020202,-0.050909090909091,0.1092475067996374,0.1072475067996374,0.1042475067996374,0.09924750679963741,0.0892475067996374,0.0592475067996374,0.0420923579893748,0.3227027027027027,2024H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ANT, FIRO, KP3R, MDX, MOB, REEF, VAI, XMR, ZEC & ZEN, and Remove the Seed Tag for GMX & SUSHI on 2024-01-04",https://www.binance.com/en/support/announcement/detail/fd710b5e647c480ab9fe2d87e3cd4b39
b2f582e4f6f3e84c,ZEN,ZEN,ZENUSDT,ZENUSDT,2024-01-04T07:00:09Z,2024-01-04T09:59:59Z,7.68,MONITORING_TAG_ADDED,TAG_REMOVED_AND_RECOVERED,tag_removed,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,7462209.776,-0.0113636363636363,-0.0467171717171717,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.21666666666666662,0.37890625,0.1566265060240963,2024H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ANT, FIRO, KP3R, MDX, MOB, REEF, VAI, XMR, ZEC & ZEN, and Remove the Seed Tag for GMX & SUSHI on 2024-01-04",https://www.binance.com/en/support/announcement/detail/fd710b5e647c480ab9fe2d87e3cd4b39
bcbb33fb0a078dbd,UNFI,UNFI,UNFIUSDT,UNFIUSDT,2024-04-03T06:00:16Z,2024-04-03T08:59:59Z,6.718,MONITORING_TAG_ADDED,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,delisted_after_tag,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,30154142.1657,-0.0067516879219804,-0.0291072768192047,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.37857142857142884,0.0007442691277166,1.675428116288331,2024H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include EPX, FOR, UNFI, WAVES & WNXM on 2024-04-03",https://www.binance.com/en/support/announcement/detail/b869da2d645f41dab50227335703a741
c93ee5f086c41471,WAVES,WAVES,WAVESUSDT,WAVESUSDT,2024-04-03T06:00:16Z,2024-04-03T08:59:59Z,3.385,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,41771520.8074,-0.0129107981220657,-0.1417253521126761,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.37857142857142884,0.0333825701624816,0.6658464566929132,2024H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include EPX, FOR, UNFI, WAVES & WNXM on 2024-04-03",https://www.binance.com/en/support/announcement/detail/b869da2d645f41dab50227335703a741
f516a957212c330b,CVX,CVX,CVXUSDT,CVXUSDT,2024-07-01T07:00:03Z,2024-07-01T09:59:59Z,3.185,MONITORING_TAG_ADDED,TAG_REMOVED_AND_RECOVERED,tag_removed,high,medium,yes,no,yes,no,confirmed_binance_perp;funding_available;manual_review_needed,4540476.535294,-0.0149253731343284,-0.0593905472636816,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.1324960753532182,0.5861553784860558,2024H2,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include BAL, CTXC, CVP, CVX, DOCK, HARD, IRIS, MBL, POLS, SNT & SUN and Remove the Monitoring Tag for MLN & ZEN on 2024-07-01",https://www.binance.com/en/support/announcement/detail/782b121c462b499487dc8f20e0edc6b2
14c00596e0d38ffa,BLZ,BLZ,BLZUSDT,BLZUSDT,2024-10-03T07:00:05Z,2024-10-03T09:59:59Z,0.1212,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,10170043.2276,-0.0275080906148866,0.0339805825242718,-0.1666666666666665,-0.1686666666666665,-0.1716666666666665,-0.1766666666666665,-0.18666666666666648,-0.2166666666666665,0.2021452145214521,0.3046286329386438,2024H2,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include BLZ, CLV, KEY, PROS & VITE and Remove the Seed Tag for PENDLE & SEI on 2024-10-03",https://www.binance.com/en/support/announcement/detail/2178333b0324406088737cf07436ba43
0af050f2f61a9816,KEY,KEY,KEYUSDT,KEYUSDT,2024-10-03T07:00:05Z,2024-10-03T09:59:59Z,0.003595,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,low_sensitivity,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,5332354.671599,-0.0302495588605998,-0.0617595160070582,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.21666666666666662,0.3374130737134908,0.1596774193548387,2024H2,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include BLZ, CLV, KEY, PROS & VITE and Remove the Seed Tag for PENDLE & SEI on 2024-10-03",https://www.binance.com/en/support/announcement/detail/2178333b0324406088737cf07436ba43
c7d11f997d396961,STMX,STMX,STMXUSDT,STMXUSDT,2025-01-02T09:00:19Z,2025-01-02T11:59:59Z,0.005633,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,low_sensitivity,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,6934076.963579,-0.0023423423423423,-0.0027027027027027,-0.1666666666666667,-0.16866666666666671,-0.17166666666666672,-0.17666666666666672,-0.1866666666666667,-0.21666666666666673,0.3642819101721994,0.1561986863711002,2025H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include STMX & TROY, Remove the Monitoring Tag for CVX & SUN, and Remove the Seed Tag for ARKM, BLUR, JTO & TIA on 2025-01-02",https://www.binance.com/en/support/announcement/detail/00ae3dd0e47746f0a118c9ea3172dde3
064b0dde744232dc,ALPACA,ALPACA,ALPACAUSDT,ALPACAUSDT,2025-03-04T08:01:22Z,2025-03-04T10:59:59Z,0.0781,MONITORING_TAG_ADDED,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,delisted_after_tag,low_sensitivity,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,4449495.49713,-0.0364321608040201,-0.0841708542713567,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.37857142857142884,0.1241997439180537,0.7511210762331839,2025H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Change the Monitoring Tag Inclusion Frequency to Monthly and Extend the Monitoring Tag to Include AERGO, ALPACA, AST, BADGER, BURGER, COMBO, NULS, STPT, UFT & VIDT on 2025-03-04",https://www.binance.com/en/support/announcement/detail/d0a0b3c398264e9eb460f0e64324453c
0b0fef5c55d48f0f,NULS,NULS,NULSUSDT,NULSUSDT,2025-03-04T08:01:22Z,2025-03-04T10:59:59Z,0.1744,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,low_sensitivity,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,4705832.572000001,-0.0091585575271894,-0.0497996565540926,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0223623853211007,0.9706214689265538,2025H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Change the Monitoring Tag Inclusion Frequency to Monthly and Extend the Monitoring Tag to Include AERGO, ALPACA, AST, BADGER, BURGER, COMBO, NULS, STPT, UFT & VIDT on 2025-03-04",https://www.binance.com/en/support/announcement/detail/d0a0b3c398264e9eb460f0e64324453c
c93a669847ebc63d,VIDT,VIDT,VIDTUSDT,VIDTUSDT,2025-03-04T08:01:22Z,2025-03-04T10:59:59Z,0.01346,MONITORING_TAG_ADDED,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,delisted_after_tag,low_sensitivity,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,5775292.45763,-0.0206699928724162,-0.1332858161083392,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,1.0304606240713223,0.5761124121779857,2025H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Change the Monitoring Tag Inclusion Frequency to Monthly and Extend the Monitoring Tag to Include AERGO, ALPACA, AST, BADGER, BURGER, COMBO, NULS, STPT, UFT & VIDT on 2025-03-04",https://www.binance.com/en/support/announcement/detail/d0a0b3c398264e9eb460f0e64324453c
725932a8252a9eab,FLM,FLM,FLMUSDT,FLMUSDT,2025-04-03T07:00:36Z,2025-04-03T09:59:59Z,0.0177,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,2622377.5361,-0.0954773869346734,-0.1155778894472361,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.21666666666666662,2.0282485875706215,0.3014705882352941,2025H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ARDR, BSW, FLM, LTO, NKN, PDA, PERP, VIB, VOXEL & WING, and Remove the Seed Tag for JUP, STRK & TON on 2025-04-03",https://www.binance.com/en/support/announcement/detail/5efec0c8ac784f74beb742b88fba8f02
cdee2c69a544c7e6,ALPHA,ALPHA,ALPHAUSDT,ALPHAUSDT,2025-05-07T08:00:33Z,2025-05-07T10:59:59Z,0.027,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,low_sensitivity,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,5805260.683800001,-0.0738255033557047,-0.0637583892617449,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.21666666666666662,0.4407407407407406,0.1790393013100437,2025H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ALPHA, HIFI, LEVER, MOVE, PORTAL & REI on 2025-05-07",https://www.binance.com/en/support/announcement/detail/514e8ba0fef0462b97a8ce1506dc474d
2c99c44cb7fd8609,HIFI,HIFI,HIFIUSDT,HIFIUSDT,2025-05-07T08:00:33Z,2025-05-07T10:59:59Z,0.2501,MONITORING_TAG_ADDED,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,delisted_after_tag,low_sensitivity,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,3991170.36344,-0.0371373307543519,-0.0820116054158607,-0.1666666666666667,-0.16866666666666671,-0.17166666666666672,-0.17666666666666672,-0.1866666666666667,-0.21666666666666673,0.2978808476609356,2.3797297297297297,2025H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ALPHA, HIFI, LEVER, MOVE, PORTAL & REI on 2025-05-07",https://www.binance.com/en/support/announcement/detail/514e8ba0fef0462b97a8ce1506dc474d
3f5bbe904576db02,LEVER,LEVER,LEVERUSDT,LEVERUSDT,2025-05-07T08:00:33Z,2025-05-07T10:59:59Z,0.000611,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,low_sensitivity,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,16940963.921002,-0.0274809160305343,-0.1389312977099235,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.21666666666666662,0.2127659574468086,0.4794188861985471,2025H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ALPHA, HIFI, LEVER, MOVE, PORTAL & REI on 2025-05-07",https://www.binance.com/en/support/announcement/detail/514e8ba0fef0462b97a8ce1506dc474d
18140f8172feb64b,MOVE,MOVE,MOVEUSDT,MOVEUSDT,2025-05-07T08:00:33Z,2025-05-07T10:59:59Z,0.1572,MONITORING_TAG_ADDED,SLOW_BLEED_AFTER_TAG,still_tagged,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,8617040.042879999,-0.0268582136164896,0.0106183635227983,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.21666666666666662,0.5852417302798982,0.2204968944099379,2025H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ALPHA, HIFI, LEVER, MOVE, PORTAL & REI on 2025-05-07",https://www.binance.com/en/support/announcement/detail/514e8ba0fef0462b97a8ce1506dc474d
a556e77327afcd24,PORTAL,PORTAL,PORTALUSDT,PORTALUSDT,2025-05-07T08:00:33Z,2025-05-07T10:59:59Z,0.0615,MONITORING_TAG_ADDED,TEMPORARY_PANIC_THEN_RECOVERY,still_tagged,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,11111265.61446,-0.0786838340486409,-0.1516452074391989,-0.1666666666666665,-0.1686666666666665,-0.1716666666666665,-0.1766666666666665,-0.18666666666666648,-0.2166666666666665,0.5398373983739839,0.5147783251231528,2025H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ALPHA, HIFI, LEVER, MOVE, PORTAL & REI on 2025-05-07",https://www.binance.com/en/support/announcement/detail/514e8ba0fef0462b97a8ce1506dc474d
b61c4ff537847d96,FIS,FIS,FISUSDT,FISUSDT,2025-06-05T05:00:18Z,2025-06-05T07:59:59Z,0.1299,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,2544287.9809,-0.0054602184087364,-0.078003120124805,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0123171670515782,0.7601626016260159,2025H1,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include BIFI, FIS, KMD & MDT on 2025-06-05",https://www.binance.com/en/support/announcement/detail/74103b430fbe40438e59a5c0e1b5b201
fc33d59d02e3d720,GHST,GHST,GHSTUSDT,GHSTUSDT,2025-12-01T04:30:24Z,2025-12-01T06:59:59Z,0.217,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,2304538.7795,-0.0225225225225225,-0.054054054054054,-0.1666666666666665,-0.1686666666666665,-0.1716666666666665,-0.1766666666666665,-0.18666666666666648,-0.2166666666666665,0.3271889400921657,0.3562499999999999,2025H2,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include CHESS, DENT, DF, GHST & SXP on 2025-12-01",https://www.binance.com/en/support/announcement/detail/aec9353b427f4b1ab42415e770e2eb5a
6a25698db0b92de7,FLOW,FLOW,FLOWUSDT,FLOWUSDT,2026-01-02T10:59:57Z,2026-01-02T12:59:59Z,0.078,MONITORING_TAG_ADDED,TAG_REMOVED_BUT_NOT_RECOVERED,tag_removed,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,7294890.86434,-0.0853658536585366,0.0487804878048778,-0.1666666666666667,-0.16866666666666671,-0.17166666666666672,-0.17666666666666672,-0.1866666666666667,-0.21666666666666673,0.3333333333333332,0.5285126396237507,2026YTD,no,no,no,yes,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ACA, D, DATA & FLOW on 2026-01-02",https://www.binance.com/en/support/announcement/detail/b15c2beb81b94e7a846f905b267ce546
8fc0ed1fa5f76c22,WIF,WIF,WIFUSDT,WIFUSDT,2026-03-06T08:29:56Z,2026-03-06T10:59:59Z,0.198,MONITORING_TAG_ADDED,SLOW_BLEED_AFTER_TAG,still_tagged,low_sensitivity,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,7065354.507549999,-0.0243902439024389,-0.097560975609756,0.1250000000000002,0.12300000000000019,0.12000000000000019,0.1150000000000002,0.10500000000000019,0.07500000000000019,0.0202020202020201,0.2298136645962734,2026YTD,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include COS, DEGO, FORTH, FUN, HOOK, LRC, MBOX, OXT & WIF, Remove the Monitoring Tag for FLOW, and Remove the Seed Tag for ONDO & VIRTUAL on 2026-03-06",https://www.binance.com/en/support/announcement/detail/e56e5e6b33ad493c98a71189643ade4f
e7ff807aa10c4697,FIO,FIO,FIOUSDT,FIOUSDT,2026-03-13T09:00:23Z,2026-03-13T11:59:59Z,0.00832,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,low_sensitivity,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,1626173.23713,-0.0175849941383351,-0.1043376318874559,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0240384615384616,1.0799999999999996,2026YTD,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ATA, A2Z, FIO, GTC, NTRN, PHB, QI & RDNT on 2026-03-13",https://www.binance.com/en/support/announcement/detail/2448b786202948bea67d4cd66f66d208
d133553a8f6c79b6,NTRN,NTRN,NTRNUSDT,NTRNUSDT,2026-03-13T09:00:23Z,2026-03-13T11:59:59Z,0.0104,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,low_sensitivity,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,2208930.8845200003,-0.019047619047619,-0.0857142857142858,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0865384615384614,7.0,2026YTD,no,no,no,yes,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ATA, A2Z, FIO, GTC, NTRN, PHB, QI & RDNT on 2026-03-13",https://www.binance.com/en/support/announcement/detail/2448b786202948bea67d4cd66f66d208
b3172c363e7bc7a7,RESOLV,RESOLV,RESOLVUSDT,RESOLVUSDT,2026-04-14T02:30:06Z,2026-04-14T04:59:59Z,0.0379,MONITORING_TAG_ADDED,IMMEDIATE_DUMP_AFTER_TAG,still_tagged,high,medium,yes,yes,yes,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,2310343.29046,-0.0103896103896102,-0.1012987012987013,0.1147058823529412,0.1127058823529412,0.1097058823529412,0.1047058823529412,0.0947058823529412,0.0647058823529412,0.04221635883905,0.3933823529411766,2026YTD,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include FARM, HIGH, MLN, RESOLV, SYS, TRU & VELODROME, Remove the Seed Tag for XAUT on 2026-04-14",https://www.binance.com/en/support/announcement/detail/f2286b6232434b31927ccd3e7187afd3
1713e6ad64f92db2,NFP,NFP,NFPUSDT,NFPUSDT,2026-04-30T07:00:05Z,2026-04-30T09:59:59Z,0.01185,MONITORING_TAG_ADDED,NO_CLEAR_REACTION,still_tagged,high,medium,yes,yes,yes,yes,confirmed_binance_perp;inferred_from_futures_klines;funding_available;oi_available,3518087.29695,-0.0334661354581673,0.0135458167330677,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.21666666666666662,0.7670886075949368,0.2216494845360823,2026YTD,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include NFP, NOM, POND, QUICK & VIC on 2026-04-30",https://www.binance.com/en/support/announcement/detail/629b1970537e45b8801427d3de49a25b
5b4814473eb320a9,NOM,NOM,NOMUSDT,NOMUSDT,2026-04-30T07:00:05Z,2026-04-30T09:59:59Z,0.00278,MONITORING_TAG_ADDED,NO_CLEAR_REACTION,still_tagged,high,medium,yes,yes,yes,yes,confirmed_binance_perp;inferred_from_futures_klines;funding_available;oi_available,2893749.36493,-0.0071428571428571,-0.0714285714285715,0.3365384615384617,0.3345384615384617,0.33153846153846167,0.32653846153846167,0.31653846153846166,0.2865384615384617,0.0107913669064747,0.3830845771144278,2026YTD,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include NFP, NOM, POND, QUICK & VIC on 2026-04-30",https://www.binance.com/en/support/announcement/detail/629b1970537e45b8801427d3de49a25b
a5602175aafd748b,COOKIE,COOKIE,COOKIEUSDT,COOKIEUSDT,2026-05-22T08:00:04Z,2026-05-22T10:59:59Z,0.0154,MONITORING_TAG_ADDED,NO_CLEAR_REACTION,still_tagged,low_sensitivity,medium,yes,yes,yes,yes,confirmed_binance_perp;inferred_from_futures_klines;funding_available;oi_available,1991303.2012,-0.0193548387096774,-0.0967741935483871,0.2222222222222223,0.2202222222222223,0.2172222222222223,0.21222222222222228,0.2022222222222223,0.17222222222222228,0.0129870129870128,0.2222222222222223,2026YTD,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ALCX, COOKIE, DODO, EPIC, HEI, HFT, STORJ, SYN & TLM on 2026-05-22",https://www.binance.com/en/support/announcement/detail/ca0f3a3ff83243b79102b4561c8ccdc2
c518920624770484,EPIC,EPIC,EPICUSDT,EPICUSDT,2026-05-22T08:00:04Z,2026-05-22T10:59:59Z,0.268,MONITORING_TAG_ADDED,IMMEDIATE_DUMP_AFTER_TAG,still_tagged,low_sensitivity,medium,yes,yes,yes,yes,confirmed_binance_perp;inferred_from_futures_klines;funding_available;oi_available,2402247.018,-0.0038314176245211,-0.1034482758620689,0.2407407407407409,0.2387407407407409,0.2357407407407409,0.23074074074074089,0.2207407407407409,0.19074074074074088,0.0149253731343284,0.2641509433962266,2026YTD,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ALCX, COOKIE, DODO, EPIC, HEI, HFT, STORJ, SYN & TLM on 2026-05-22",https://www.binance.com/en/support/announcement/detail/ca0f3a3ff83243b79102b4561c8ccdc2
ee200e0e804f9834,HEI,HEI,HEIUSDT,HEIUSDT,2026-05-22T08:00:04Z,2026-05-22T10:59:59Z,0.0658,MONITORING_TAG_ADDED,NO_CLEAR_REACTION,still_tagged,high,medium,yes,yes,yes,yes,confirmed_binance_perp;inferred_from_futures_klines;funding_available;oi_available,3203884.4415,-0.0030864197530863,0.0277777777777779,0.1503496503496502,0.1483496503496502,0.1453496503496502,0.1403496503496502,0.1303496503496502,0.1003496503496502,0.1109422492401215,0.1543859649122805,2026YTD,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ALCX, COOKIE, DODO, EPIC, HEI, HFT, STORJ, SYN & TLM on 2026-05-22",https://www.binance.com/en/support/announcement/detail/ca0f3a3ff83243b79102b4561c8ccdc2
53093ab4bf09fee7,TLM,TLM,TLMUSDT,TLMUSDT,2026-05-22T08:00:04Z,2026-05-22T10:59:59Z,0.001687,MONITORING_TAG_ADDED,IMMEDIATE_DUMP_AFTER_TAG,still_tagged,high,medium,yes,yes,yes,yes,confirmed_binance_perp;inferred_from_futures_klines;funding_available;oi_available,1878240.901352,-0.0077014218009479,-0.1143364928909952,0.2358974358974359,0.2338974358974359,0.2308974358974359,0.22589743589743588,0.2158974358974359,0.1858974358974359,0.0071132187314759,0.2450184501845016,2026YTD,no,no,no,no,True,yes,True,True,True,True,"Binance Will Extend the Monitoring Tag to Include ALCX, COOKIE, DODO, EPIC, HEI, HFT, STORJ, SYN & TLM on 2026-05-22",https://www.binance.com/en/support/announcement/detail/ca0f3a3ff83243b79102b4561c8ccdc2
