token_entity_id,token_symbol,anchor_event_id,signal_timestamp_utc,signal_type,signal_price,recent_low_price,stop_price,risk_pct,quote_volume_at_signal,volume_zscore_at_signal,bottom_liquidity_score,signal_liquidity_score,signal_confirmation_score,risk_management_score,execution_quality_score,data_quality_score,liquidity_score,confirmation_score,structure_score,risk_reward_score,source_quality_score,manual_review_penalty,signal_quality_score,final_tradeability_score,tradeability_tier,manual_review_required,notes
A2Z,A2Z,1fc6e5215a5c6f00,2026-03-21T07:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.000523,0.000464,0.00045472,-0.1305544933078394,96272.790833,2.4804972023295084,0.495,0.321,1.0,0.9,0.35,1.0,0.321,1.0,0.8,1.0,1.0,0.6,0.144,0.144,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
ACA,ACA,dccc644ea3175a5f,2026-01-14T16:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0079,0.0071,0.006958,-0.1192405063291139,31042.07937,2.6694762863154446,0.361,0.103,0.8,0.9,0.35,1.0,0.103,0.8,0.8,0.177,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
ALPACA,ALPACA,064b0dde744232dc,2025-04-17T06:00:00+00:00,CAPITULATION_RECLAIM,0.0306,0.0278,0.0272439999999999,-0.1096732026143791,63436.33312,-0.1611598496657577,1.0,0.211,0.5,0.9,0.85,1.0,0.211,0.5,0.8,1.0,1.0,0.6,0.09,0.09,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
ALPACA,ALPACA,064b0dde744232dc,2025-03-11T14:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0745,0.0551,0.053998,-0.2751946308724831,596548.28906,1.6988995039697243,1.0,1.0,0.8,0.65,0.85,1.0,1.0,0.8,0.45,0.216,1.0,0.0,0.742,0.742,C,no,causal_signal_after_confirmation;no_future_low_used
ARDR,ARDR,afca87c30daaf7ba,2025-04-15T09:00:00+00:00,HIGHER_LOW_BREAKOUT,0.08404,0.05402,0.0529395999999999,-0.370066634935745,1923968.12492,4.110852104355334,0.23,1.0,1.0,0.35,0.85,1.0,1.0,1.0,0.45,1.0,1.0,0.08,0.795,0.795,B,no,"low liquidity at bottom, but signal liquidity improved"
AST,AST,c9bba63a0a1d11c1,2025-03-16T10:00:00+00:00,CAPITULATION_RECLAIM,0.0444,0.0086,0.008428,-0.8101801801801802,41606.3069,0.6377143886691923,1.0,0.139,0.3,0.35,0.85,1.0,0.139,0.3,0.45,0.032,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
AST,AST,c9bba63a0a1d11c1,2025-03-13T08:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0444,0.04,0.0392,-0.1171171171171171,93611.4183,3.974091664838514,1.0,0.312,0.8,0.9,0.35,1.0,0.312,0.8,0.8,0.224,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
ATA,ATA,c94c0613623769e6,2026-03-21T20:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0106,0.0104,0.010192,-0.0384905660377359,3695.91,2.504649595968738,0.861,0.012,0.8,0.9,0.35,1.0,0.012,0.8,0.8,0.0,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
BAKE,BAKE,5c8137ecc69b6b61,2025-09-09T19:00:00+00:00,CAPITULATION_RECLAIM,0.041,0.033,0.03234,-0.2112195121951219,2047757.6733,4.492414537534067,1.0,1.0,0.8,0.9,0.85,1.0,1.0,0.8,0.8,1.0,1.0,0.0,0.923,0.923,A,no,causal_signal_after_confirmation;no_future_low_used
BAKE,BAKE,5c8137ecc69b6b61,2025-07-16T16:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0915,0.0835,0.08183,-0.1056830601092896,287872.34131,2.5326373225426897,1.0,0.96,1.0,0.9,0.85,1.0,0.96,1.0,0.8,0.772,1.0,0.0,0.913,0.913,B,no,causal_signal_after_confirmation;no_future_low_used
BAL,BAL,f19444577bbd2958,2024-08-08T12:00:00+00:00,HIGHER_LOW_BREAKOUT,1.903,1.759,1.72382,-0.0941565948502365,49609.23767,0.8850978123701798,1.0,0.165,0.7,0.9,0.85,1.0,0.165,0.7,0.8,0.206,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
BIFI,BIFI,a0ebf708da0a74fa,2025-06-30T12:00:00+00:00,HIGHER_LOW_BREAKOUT,161.5,140.8,137.984,-0.1456099071207429,1217423.5988,4.116922872180197,0.137,1.0,0.8,0.9,0.85,1.0,1.0,0.8,0.2,0.432,1.0,0.08,0.741,0.741,Manual Review,yes,"low liquidity at bottom, but signal liquidity improved"
BLZ,BLZ,14c00596e0d38ffa,2024-12-23T13:00:00+00:00,CAPITULATION_RECLAIM,0.0544,0.0484,0.0474319999999999,-0.1280882352941177,389674.8596,0.1345616051921197,1.0,1.0,0.5,0.9,0.85,1.0,1.0,0.5,0.8,0.579,1.0,0.0,0.787,0.787,B,no,causal_signal_after_confirmation;no_future_low_used
BLZ,BLZ,14c00596e0d38ffa,2024-10-11T06:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1157,0.1082,0.106036,-0.0835263612791702,150418.4859,2.071545918530438,1.0,0.501,1.0,0.9,0.85,1.0,0.501,1.0,0.8,0.476,1.0,0.0,0.759,0.759,C,no,causal_signal_after_confirmation;no_future_low_used
BSW,BSW,5af125cfd901bc4e,2025-04-19T09:00:00+00:00,HIGHER_LOW_BREAKOUT,0.0183,0.0142,0.013916,-0.2395628415300545,933337.68521,3.413598555359905,0.263,1.0,1.0,0.65,0.85,1.0,1.0,1.0,0.8,1.0,1.0,0.0,0.923,0.923,A,no,causal_signal_after_confirmation;no_future_low_used
BSW,BSW,5af125cfd901bc4e,2025-04-10T11:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0146,0.0132,0.012936,-0.113972602739726,282463.74119,1.5358729972355387,0.263,0.942,0.8,0.9,0.35,1.0,0.942,0.8,0.8,0.561,1.0,0.0,0.761,0.761,B,no,causal_signal_after_confirmation;no_future_low_used
CLV,CLV,b4b89fcf3e2d9d8d,2024-11-09T20:00:00+00:00,HIGHER_LOW_BREAKOUT,0.02959,0.02737,0.0268226,-0.093524839472795,109796.89311,1.2534875540821342,0.484,0.366,0.7,0.9,0.85,1.0,0.366,0.7,0.8,1.0,1.0,0.0,0.764,0.764,B,no,causal_signal_after_confirmation;no_future_low_used
COMBO,COMBO,ddd8722fcd3a9596,2025-03-12T01:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1573,0.0436,0.042728,-0.7283661792752701,166136.47157,3.054470310821704,1.0,0.554,0.6,0.35,0.85,1.0,0.554,0.6,0.45,0.055,1.0,0.0,0.527,0.527,C,no,causal_signal_after_confirmation;no_future_low_used
COOKIE,COOKIE,a5602175aafd748b,2026-05-29T11:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0118,0.0114,0.011172,-0.0532203389830509,22176.98533,1.5550635851978662,0.468,0.074,1.0,0.9,0.35,1.0,0.074,1.0,0.8,1.0,1.0,0.6,0.089,0.089,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
COS,COS,a69cfb015113f6cc,2026-03-14T08:00:00+00:00,HIGHER_LOW_BREAKOUT,0.001639,0.000948,0.0009290399999999,-0.4331665649786456,2692062.85912,2.8284328539994017,0.087,1.0,1.0,0.35,0.85,1.0,1.0,1.0,0.45,0.49,1.0,0.08,0.703,0.703,C,no,"low liquidity at bottom, but signal liquidity improved"
CREAM,CREAM,c7f6923d690b160e,2025-04-15T16:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,1.31,0.99,0.9702,-0.2593893129770993,277183.92375,2.8744076041219984,0.747,0.924,0.6,0.65,0.85,1.0,0.924,0.6,0.45,0.922,1.0,0.0,0.812,0.812,B,no,causal_signal_after_confirmation;no_future_low_used
CTXC,CTXC,73bd41c12e1c9037,2024-07-09T13:00:00+00:00,HIGHER_LOW_BREAKOUT,0.1366,0.1185,0.11613,-0.1498535871156662,586511.4557,4.419231955235922,1.0,1.0,1.0,0.9,0.85,1.0,1.0,1.0,0.8,0.91,1.0,0.0,0.947,0.947,B,no,causal_signal_after_confirmation;no_future_low_used
CTXC,CTXC,73bd41c12e1c9037,2024-07-09T04:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1291,0.1184,0.116032,-0.1012238574748256,142674.9396,2.1411235041142467,1.0,0.476,0.8,0.9,0.85,1.0,0.476,0.8,0.8,1.0,1.0,0.0,0.808,0.808,A,no,causal_signal_after_confirmation;no_future_low_used
DEGO,DEGO,6cca4d0784f78049,2026-03-13T11:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.951,0.555,0.5439,-0.4280757097791797,1534153.39256,2.9326205851258655,0.404,1.0,1.0,0.35,0.35,1.0,1.0,1.0,0.45,0.392,1.0,0.0,0.696,0.696,C,no,causal_signal_after_confirmation;no_future_low_used
DENT,DENT,61e888f9a9a6a36e,2025-12-09T15:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.000254,0.00023,0.0002254,-0.1125984251968503,46694.294023,1.525579897412238,0.102,0.156,0.8,0.9,0.35,1.0,0.156,0.8,0.8,0.035,1.0,0.35,0.144,0.144,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
EPIC,EPIC,c518920624770484,2026-06-01T05:00:00+00:00,HIGHER_LOW_BREAKOUT,0.277,0.229,0.22442,-0.1898194945848376,284460.5106,4.132890939387055,0.155,0.948,1.0,0.9,0.85,1.0,0.948,1.0,0.8,1.0,1.0,0.08,0.872,0.872,B,no,"low liquidity at bottom, but signal liquidity improved"
EPX,EPX,daa09b139684a4a8,2024-04-10T21:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.000269,0.0002523,0.000247254,-0.0808401486988845,266988.7536443,3.7910334354551543,0.769,0.89,0.8,0.9,0.35,1.0,0.89,0.8,0.8,0.178,1.0,0.0,0.681,0.681,C,no,causal_signal_after_confirmation;no_future_low_used
FIS,FIS,b61c4ff537847d96,2025-06-13T23:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1047,0.0965,0.09457,-0.0967526265520535,78514.4093,2.4998303049037283,0.569,0.262,0.6,0.9,0.35,1.0,0.262,0.6,0.8,0.036,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
FLM,FLM,725932a8252a9eab,2025-04-25T05:00:00+00:00,HIGHER_LOW_BREAKOUT,0.0381,0.0179,0.017542,-0.5395800524934384,5997805.7669,3.801826162489708,0.339,1.0,0.8,0.35,0.85,1.0,1.0,0.8,0.45,0.251,1.0,0.0,0.7,0.7,C,no,causal_signal_after_confirmation;no_future_low_used
FLM,FLM,725932a8252a9eab,2025-04-13T17:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0157,0.0153,0.0149939999999999,-0.044968152866242,80296.2096,3.363562490819336,0.339,0.268,0.8,0.9,0.35,1.0,0.268,0.8,0.8,1.0,1.0,0.6,0.092,0.092,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
FLOW,FLOW,6a25698db0b92de7,2026-04-04T01:00:00+00:00,CAPITULATION_RECLAIM,0.03085,0.02804,0.0274792,-0.1092641815235008,44471.582088,-0.0720157695495557,1.0,0.148,0.5,0.9,0.85,1.0,0.148,0.5,0.8,0.268,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
FLOW,FLOW,6a25698db0b92de7,2026-01-09T15:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.093,0.087,0.0852599999999999,-0.083225806451613,164028.02511,1.7423931117979046,1.0,0.547,0.8,0.9,0.35,1.0,0.547,0.8,0.8,0.086,1.0,0.0,0.589,0.589,C,no,causal_signal_after_confirmation;no_future_low_used
FOR,FOR,419b41fc1bb70d43,2024-04-10T08:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.02597,0.02515,0.024647,-0.0509433962264151,139800.39184,1.876788646142881,0.507,0.466,0.8,0.9,0.35,1.0,0.466,0.8,0.8,0.232,1.0,0.0,0.597,0.597,C,no,causal_signal_after_confirmation;no_future_low_used
FUN,FUN,24a0f7579654e736,2026-03-13T23:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.00138,0.001262,0.00123676,-0.1037971014492752,23538.791677,2.54291211502011,0.445,0.078,1.0,0.9,0.85,1.0,0.078,1.0,0.8,0.184,1.0,0.6,0.013,0.013,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
GHST,GHST,fc33d59d02e3d720,2026-02-06T10:00:00+00:00,CAPITULATION_RECLAIM,0.069,0.03,0.0294,-0.5739130434782609,118760.7681,1.7773185614778455,1.0,0.396,0.8,0.35,0.85,1.0,0.396,0.8,0.2,1.0,1.0,0.25,0.452,0.452,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
GHST,GHST,fc33d59d02e3d720,2026-02-10T10:00:00+00:00,HIGHER_LOW_BREAKOUT,0.137,0.075,0.0735,-0.4635036496350365,514149.6753,3.406993784859752,1.0,1.0,0.8,0.35,0.85,1.0,1.0,0.8,0.45,0.541,1.0,0.0,0.752,0.752,B,no,causal_signal_after_confirmation;no_future_low_used
GHST,GHST,fc33d59d02e3d720,2025-12-09T15:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.209,0.2,0.196,-0.0622009569377989,12888.1753,2.2494166150939585,1.0,0.043,1.0,0.9,0.35,1.0,0.043,1.0,0.8,0.103,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
GPS,GPS,5fa3fcfa690cf833,2025-04-23T22:00:00+00:00,HIGHER_LOW_BREAKOUT,0.0199,0.0166,0.016268,-0.1825125628140703,73051.09208,-0.3671258758665065,0.921,0.244,0.5,0.9,0.85,1.0,0.244,0.5,0.8,0.395,1.0,0.6,0.0,0.0,Manual Review,yes,causal_signal_after_confirmation;no_future_low_used
GPS,GPS,5fa3fcfa690cf833,2025-03-14T15:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0351,0.0322,0.031556,-0.1009686609686609,876100.39491,3.1124219700345943,0.921,1.0,0.8,0.9,0.35,1.0,1.0,0.8,0.8,0.884,1.0,0.0,0.832,0.832,B,no,causal_signal_after_confirmation;no_future_low_used
HARD,HARD,c54abb522c3fe7f3,2024-08-25T12:00:00+00:00,HIGHER_LOW_BREAKOUT,0.1181,0.0829,0.081242,-0.3120914479254869,1699805.2646,4.420967310491724,1.0,1.0,1.0,0.65,0.85,1.0,1.0,1.0,0.45,0.595,1.0,0.0,0.85,0.85,B,no,causal_signal_after_confirmation;no_future_low_used
HIFI,HIFI,2c99c44cb7fd8609,2025-05-14T09:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1333,0.1275,0.12495,-0.0626406601650412,503659.86542,2.236764355165905,0.867,1.0,0.8,0.9,0.35,1.0,1.0,0.8,0.8,0.188,1.0,0.0,0.707,0.707,C,no,causal_signal_after_confirmation;no_future_low_used
